timestamp,open,close,high,low,volume
1716093871,1.089695,1.089695,1.089695,1.089695,0
1716093872,1.089705,1.089705,1.089705,1.089705,0
1716093873,1.089685,1.089685,1.089685,1.089685,0
1716093874,1.089695,1.089695,1.089695,1.089695,0
1716093875,1.089685,1.089685,1.089685,1.089685,0
1716093876,1.089695,1.089695,1.089695,1.089695,0
1716093877,1.089695,1.089695,1.089695,1.089695,0
1716093878,1.089705,1.089705,1.089705,1.089705,0
1716093879,1.089705,1.089705,1.089705,1.089705,0
1716093880,1.089685,1.089685,1.089685,1.089685,0
1716093881,1.089685,1.089685,1.089685,1.089685,0
1716093882,1.089685,1.089685,1.089685,1.089685,0
1716093883,1.089675,1.089675,1.089675,1.089675,0
1716093884,1.089685,1.089685,1.089685,1.089685,0
1716093885,1.089675,1.089675,1.089675,1.089675,0
1716093886,1.089675,1.089675,1.089675,1.089675,0
1716093887,1.089695,1.089695,1.089695,1.089695,0
1716093888,1.089695,1.089695,1.089695,1.089695,0
1716093889,1.089695,1.089695,1.089695,1.089695,0
1716093890,1.089695,1.089695,1.089695,1.089695,0
1716093891,1.089695,1.089695,1.089695,1.089695,0
1716093892,1.089705,1.089705,1.089705,1.089705,0
1716093893,1.089705,1.089705,1.089705,1.089705,0
1716093894,1.089715,1.089715,1.089715,1.089715,0
1716093895,1.089705,1.089705,1.089705,1.089705,0
1716093896,1.089675,1.089675,1.089675,1.089675,0
1716093897,1.089675,1.089675,1.089675,1.089675,0
1716093898,1.089685,1.089685,1.089685,1.089685,0
1716093899,1.089695,1.089695,1.089695,1.089695,0
1716093900,1.089705,1.089705,1.089705,1.089705,0
1716093901,1.089705,1.089705,1.089705,1.089705,0
1716093902,1.089705,1.089705,1.089705,1.089705,0
1716093903,1.089725,1.089725,1.089725,1.089725,0
1716093904,1.089725,1.089725,1.089725,1.089725,0
1716093905,1.089715,1.089715,1.089715,1.089715,0
1716093906,1.089725,1.089725,1.089725,1.089725,0
1716093907,1.089725,1.089725,1.089725,1.089725,0
1716093908,1.089705,1.089705,1.089705,1.089705,0
1716093909,1.089705,1.089705,1.089705,1.089705,0
1716093910,1.089685,1.089685,1.089685,1.089685,0
1716093911,1.089685,1.089685,1.089685,1.089685,0
1716093912,1.089675,1.089675,1.089675,1.089675,0
1716093913,1.089685,1.089685,1.089685,1.089685,0
1716093914,1.089675,1.089675,1.089675,1.089675,0
1716093915,1.089705,1.089705,1.089705,1.089705,0
1716093916,1.089675,1.089675,1.089675,1.089675,0
1716093917,1.089675,1.089675,1.089675,1.089675,0
1716093918,1.089695,1.089695,1.089695,1.089695,0
1716093919,1.089695,1.089695,1.089695,1.089695,0
1716093920,1.089685,1.089685,1.089685,1.089685,0
1716093921,1.089685,1.089685,1.089685,1.089685,0
1716093922,1.089675,1.089675,1.089675,1.089675,0
1716093923,1.089665,1.089665,1.089665,1.089665,0
1716093924,1.089665,1.089665,1.089665,1.089665,0
1716093925,1.089665,1.089665,1.089665,1.089665,0
1716093926,1.089655,1.089655,1.089655,1.089655,0
1716093927,1.089715,1.089715,1.089715,1.089715,0
1716093928,1.089705,1.089705,1.089705,1.089705,0
1716093929,1.089705,1.089705,1.089705,1.089705,0
1716093930,1.089715,1.089715,1.089715,1.089715,0
1716093931,1.089735,1.089735,1.089735,1.089735,0
1716093932,1.089735,1.089735,1.089735,1.089735,0
1716093933,1.089715,1.089715,1.089715,1.089715,0
1716093934,1.089745,1.089745,1.089745,1.089745,0
1716093935,1.089755,1.089755,1.089755,1.089755,0
1716093936,1.089755,1.089755,1.089755,1.089755,0
1716093937,1.089755,1.089755,1.089755,1.089755,0
1716093938,1.089755,1.089755,1.089755,1.089755,0
1716093939,1.089765,1.089765,1.089765,1.089765,0
1716093940,1.089765,1.089765,1.089765,1.089765,0
1716093941,1.089745,1.089745,1.089745,1.089745,0
1716093942,1.089745,1.089745,1.089745,1.089745,0
1716093943,1.089785,1.089785,1.089785,1.089785,0
1716093944,1.089765,1.089765,1.089765,1.089765,0
1716093945,1.089755,1.089755,1.089755,1.089755,0
1716093946,1.089755,1.089755,1.089755,1.089755,0
1716093947,1.089745,1.089745,1.089745,1.089745,0
1716093948,1.089755,1.089755,1.089755,1.089755,0
1716093949,1.089755,1.089755,1.089755,1.089755,0
1716093950,1.089745,1.089745,1.089745,1.089745,0
1716093951,1.089755,1.089755,1.089755,1.089755,0
1716093952,1.089745,1.089745,1.089745,1.089745,0
1716093953,1.089745,1.089745,1.089745,1.089745,0
1716093954,1.089745,1.089745,1.089745,1.089745,0
1716093955,1.089735,1.089735,1.089735,1.089735,0
1716093956,1.089715,1.089715,1.089715,1.089715,0
1716093957,1.089715,1.089715,1.089715,1.089715,0
1716093958,1.089715,1.089715,1.089715,1.089715,0
1716093959,1.089705,1.089705,1.089705,1.089705,0
1716093960,1.089715,1.089715,1.089715,1.089715,0
1716093961,1.089715,1.089715,1.089715,1.089715,0
1716093962,1.089725,1.089725,1.089725,1.089725,0
1716093963,1.089715,1.089715,1.089715,1.089715,0
1716093964,1.089755,1.089755,1.089755,1.089755,0
1716093965,1.089755,1.089755,1.089755,1.089755,0
1716093966,1.089755,1.089755,1.089755,1.089755,0
1716093967,1.089755,1.089755,1.089755,1.089755,0
1716093968,1.089755,1.089755,1.089755,1.089755,0
1716093969,1.089765,1.089765,1.089765,1.089765,0
1716093970,1.089765,1.089765,1.089765,1.089765,0
1716093971,1.089775,1.089775,1.089775,1.089775,0
1716093972,1.089755,1.089755,1.089755,1.089755,0
1716093973,1.089765,1.089765,1.089765,1.089765,0
1716093974,1.089765,1.089765,1.089765,1.089765,0
1716093975,1.089775,1.089775,1.089775,1.089775,0
1716093976,1.089775,1.089775,1.089775,1.089775,0
1716093977,1.089765,1.089765,1.089765,1.089765,0
1716093978,1.089755,1.089755,1.089755,1.089755,0
1716093979,1.089755,1.089755,1.089755,1.089755,0
1716093980,1.089755,1.089755,1.089755,1.089755,0
1716093981,1.089735,1.089735,1.089735,1.089735,0
1716093982,1.089735,1.089735,1.089735,1.089735,0
1716093983,1.089725,1.089725,1.089725,1.089725,0
1716093984,1.089725,1.089725,1.089725,1.089725,0
1716093985,1.089725,1.089725,1.089725,1.089725,0
1716093986,1.089715,1.089715,1.089715,1.089715,0
1716093987,1.089695,1.089695,1.089695,1.089695,0
1716093988,1.089695,1.089695,1.089695,1.089695,0
1716093989,1.089685,1.089685,1.089685,1.089685,0
1716093990,1.089675,1.089675,1.089675,1.089675,0
1716093991,1.089695,1.089695,1.089695,1.089695,0
1716093992,1.089695,1.089695,1.089695,1.089695,0
1716093993,1.089715,1.089715,1.089715,1.089715,0
1716093994,1.089725,1.089725,1.089725,1.089725,0
1716093995,1.089745,1.089745,1.089745,1.089745,0
1716093996,1.089735,1.089735,1.089735,1.089735,0
1716093997,1.089735,1.089735,1.089735,1.089735,0
1716093998,1.089745,1.089745,1.089745,1.089745,0
1716093999,1.089755,1.089755,1.089755,1.089755,0
1716094000,1.089745,1.089745,1.089745,1.089745,0
1716094001,1.089745,1.089745,1.089745,1.089745,0
1716094002,1.089725,1.089725,1.089725,1.089725,0
1716094003,1.089715,1.089715,1.089715,1.089715,0
1716094004,1.089695,1.089695,1.089695,1.089695,0
1716094005,1.089715,1.089715,1.089715,1.089715,0
1716094006,1.089715,1.089715,1.089715,1.089715,0
1716094007,1.089715,1.089715,1.089715,1.089715,0
1716094008,1.089715,1.089715,1.089715,1.089715,0
1716094009,1.089715,1.089715,1.089715,1.089715,0
1716094010,1.089735,1.089735,1.089735,1.089735,0
1716094011,1.089725,1.089725,1.089725,1.089725,0
1716094012,1.089695,1.089695,1.089695,1.089695,0
1716094013,1.089665,1.089665,1.089665,1.089665,0
1716094014,1.089675,1.089675,1.089675,1.089675,0
1716094015,1.089675,1.089675,1.089675,1.089675,0
1716094016,1.089665,1.089665,1.089665,1.089665,0
1716094017,1.089675,1.089675,1.089675,1.089675,0
1716094018,1.089685,1.089685,1.089685,1.089685,0
1716094019,1.089685,1.089685,1.089685,1.089685,0
1716094020,1.089685,1.089685,1.089685,1.089685,0
1716094021,1.089675,1.089675,1.089675,1.089675,0
1716094022,1.089675,1.089675,1.089675,1.089675,0
1716094023,1.089675,1.089675,1.089675,1.089675,0
1716094024,1.089665,1.089665,1.089665,1.089665,0
1716094025,1.089675,1.089675,1.089675,1.089675,0
1716094026,1.089665,1.089665,1.089665,1.089665,0
1716094027,1.089635,1.089635,1.089635,1.089635,0
1716094028,1.089635,1.089635,1.089635,1.089635,0
1716094029,1.089635,1.089635,1.089635,1.089635,0
1716094030,1.089615,1.089615,1.089615,1.089615,0
1716094031,1.089625,1.089625,1.089625,1.089625,0
1716094032,1.089635,1.089635,1.089635,1.089635,0
1716094033,1.089645,1.089645,1.089645,1.089645,0
1716094034,1.089635,1.089635,1.089635,1.089635,0
1716094035,1.089635,1.089635,1.089635,1.089635,0
1716094036,1.089635,1.089635,1.089635,1.089635,0
1716094037,1.089625,1.089625,1.089625,1.089625,0
1716094038,1.089615,1.089615,1.089615,1.089615,0
1716094039,1.089615,1.089615,1.089615,1.089615,0
1716094040,1.089625,1.089625,1.089625,1.089625,0
1716094041,1.089625,1.089625,1.089625,1.089625,0
1716094042,1.089635,1.089635,1.089635,1.089635,0
1716094043,1.089635,1.089635,1.089635,1.089635,0
1716094044,1.089645,1.089645,1.089645,1.089645,0
1716094045,1.089645,1.089645,1.089645,1.089645,0
1716094046,1.089645,1.089645,1.089645,1.089645,0
1716094047,1.089625,1.089625,1.089625,1.089625,0
1716094048,1.089625,1.089625,1.089625,1.089625,0
1716094049,1.089625,1.089625,1.089625,1.089625,0
1716094050,1.089635,1.089635,1.089635,1.089635,0
1716094051,1.089645,1.089645,1.089645,1.089645,0
1716094052,1.089635,1.089635,1.089635,1.089635,0
1716094053,1.089635,1.089635,1.089635,1.089635,0
1716094054,1.089645,1.089645,1.089645,1.089645,0
1716094055,1.089635,1.089635,1.089635,1.089635,0
1716094056,1.089625,1.089625,1.089625,1.089625,0
1716094057,1.089625,1.089625,1.089625,1.089625,0
1716094058,1.089625,1.089625,1.089625,1.089625,0
1716094059,1.089625,1.089625,1.089625,1.089625,0
1716094060,1.089625,1.089625,1.089625,1.089625,0
1716094061,1.089605,1.089605,1.089605,1.089605,0
1716094062,1.089615,1.089615,1.089615,1.089615,0
1716094063,1.089585,1.089585,1.089585,1.089585,0
1716094064,1.089595,1.089595,1.089595,1.089595,0
1716094065,1.089585,1.089585,1.089585,1.089585,0
1716094066,1.089585,1.089585,1.089585,1.089585,0
1716094067,1.089585,1.089585,1.089585,1.089585,0
1716094068,1.089585,1.089585,1.089585,1.089585,0
1716094069,1.089565,1.089565,1.089565,1.089565,0
1716094070,1.089555,1.089555,1.089555,1.089555,0
1716094071,1.089555,1.089555,1.089555,1.089555,0
1716094072,1.089555,1.089555,1.089555,1.089555,0
1716094073,1.089525,1.089525,1.089525,1.089525,0
1716094074,1.089515,1.089515,1.089515,1.089515,0
1716094075,1.089525,1.089525,1.089525,1.089525,0
1716094076,1.089515,1.089515,1.089515,1.089515,0
1716094077,1.089515,1.089515,1.089515,1.089515,0
1716094078,1.089505,1.089505,1.089505,1.089505,0
1716094079,1.089525,1.089525,1.089525,1.089525,0
1716094080,1.089515,1.089515,1.089515,1.089515,0
1716094081,1.089515,1.089515,1.089515,1.089515,0
1716094082,1.089525,1.089525,1.089525,1.089525,0
1716094083,1.089515,1.089515,1.089515,1.089515,0
1716094084,1.089515,1.089515,1.089515,1.089515,0
1716094085,1.089535,1.089535,1.089535,1.089535,0
1716094086,1.089545,1.089545,1.089545,1.089545,0
1716094087,1.089535,1.089535,1.089535,1.089535,0
1716094088,1.089525,1.089525,1.089525,1.089525,0
1716094089,1.089535,1.089535,1.089535,1.089535,0
1716094090,1.089515,1.089515,1.089515,1.089515,0
1716094091,1.089535,1.089535,1.089535,1.089535,0
1716094092,1.089535,1.089535,1.089535,1.089535,0
1716094093,1.089535,1.089535,1.089535,1.089535,0
1716094094,1.089525,1.089525,1.089525,1.089525,0
1716094095,1.089525,1.089525,1.089525,1.089525,0
1716094096,1.089535,1.089535,1.089535,1.089535,0
1716094097,1.089545,1.089545,1.089545,1.089545,0
1716094098,1.089555,1.089555,1.089555,1.089555,0
1716094099,1.089545,1.089545,1.089545,1.089545,0
1716094100,1.089565,1.089565,1.089565,1.089565,0
1716094101,1.089545,1.089545,1.089545,1.089545,0
1716094102,1.089535,1.089535,1.089535,1.089535,0
1716094103,1.089535,1.089535,1.089535,1.089535,0
1716094104,1.089535,1.089535,1.089535,1.089535,0
1716094105,1.089535,1.089535,1.089535,1.089535,0
1716094106,1.089545,1.089545,1.089545,1.089545,0
1716094107,1.089535,1.089535,1.089535,1.089535,0
1716094108,1.089515,1.089515,1.089515,1.089515,0
1716094109,1.089525,1.089525,1.089525,1.089525,0
1716094110,1.089525,1.089525,1.089525,1.089525,0
1716094111,1.089505,1.089505,1.089505,1.089505,0
1716094112,1.089505,1.089505,1.089505,1.089505,0
1716094113,1.089495,1.089495,1.089495,1.089495,0
1716094114,1.089495,1.089495,1.089495,1.089495,0
1716094115,1.089515,1.089515,1.089515,1.089515,0
1716094116,1.089505,1.089505,1.089505,1.089505,0
1716094117,1.089505,1.089505,1.089505,1.089505,0
1716094118,1.089505,1.089505,1.089505,1.089505,0
1716094119,1.089505,1.089505,1.089505,1.089505,0
1716094120,1.089495,1.089495,1.089495,1.089495,0
1716094121,1.089485,1.089485,1.089485,1.089485,0
1716094122,1.089445,1.089445,1.089445,1.089445,0
1716094123,1.089435,1.089435,1.089435,1.089435,0
1716094124,1.089445,1.089445,1.089445,1.089445,0
1716094125,1.089435,1.089435,1.089435,1.089435,0
1716094126,1.089435,1.089435,1.089435,1.089435,0
1716094127,1.089415,1.089415,1.089415,1.089415,0
1716094128,1.089405,1.089405,1.089405,1.089405,0
1716094129,1.089415,1.089415,1.089415,1.089415,0
1716094130,1.089415,1.089415,1.089415,1.089415,0
1716094131,1.089415,1.089415,1.089415,1.089415,0
1716094132,1.089405,1.089405,1.089405,1.089405,0
1716094133,1.089405,1.089405,1.089405,1.089405,0
1716094134,1.089405,1.089405,1.089405,1.089405,0
1716094135,1.089405,1.089405,1.089405,1.089405,0
1716094136,1.089405,1.089405,1.089405,1.089405,0
1716094137,1.089385,1.089385,1.089385,1.089385,0
1716094138,1.089395,1.089395,1.089395,1.089395,0
1716094139,1.089405,1.089405,1.089405,1.089405,0
1716094140,1.089405,1.089405,1.089405,1.089405,0
1716094141,1.089405,1.089405,1.089405,1.089405,0
1716094142,1.089395,1.089395,1.089395,1.089395,0
1716094143,1.089385,1.089385,1.089385,1.089385,0
1716094144,1.089375,1.089375,1.089375,1.089375,0
1716094145,1.089355,1.089355,1.089355,1.089355,0
1716094146,1.089365,1.089365,1.089365,1.089365,0
1716094147,1.089355,1.089355,1.089355,1.089355,0
1716094148,1.089365,1.089365,1.089365,1.089365,0
1716094149,1.089365,1.089365,1.089365,1.089365,0
1716094150,1.089345,1.089345,1.089345,1.089345,0
1716094151,1.089365,1.089365,1.089365,1.089365,0
1716094152,1.089375,1.089375,1.089375,1.089375,0
1716094153,1.089375,1.089375,1.089375,1.089375,0
1716094154,1.089375,1.089375,1.089375,1.089375,0
1716094155,1.089375,1.089375,1.089375,1.089375,0
1716094156,1.089375,1.089375,1.089375,1.089375,0
1716094157,1.089395,1.089395,1.089395,1.089395,0
1716094158,1.089405,1.089405,1.089405,1.089405,0
1716094159,1.089425,1.089425,1.089425,1.089425,0
1716094160,1.089435,1.089435,1.089435,1.089435,0
1716094161,1.089425,1.089425,1.089425,1.089425,0
1716094162,1.089415,1.089415,1.089415,1.089415,0
1716094163,1.089425,1.089425,1.089425,1.089425,0
1716094164,1.089425,1.089425,1.089425,1.089425,0
1716094165,1.089415,1.089415,1.089415,1.089415,0
1716094166,1.089425,1.089425,1.089425,1.089425,0
1716094167,1.089425,1.089425,1.089425,1.089425,0
1716094168,1.089415,1.089415,1.089415,1.089415,0
1716094169,1.089415,1.089415,1.089415,1.089415,0
1716094170,1.089405,1.089405,1.089405,1.089405,0
1716094171,1.089425,1.089425,1.089425,1.089425,0
1716094172,1.089425,1.089425,1.089425,1.089425,0
1716094173,1.089425,1.089425,1.089425,1.089425,0
1716094174,1.089415,1.089415,1.089415,1.089415,0
1716094175,1.089425,1.089425,1.089425,1.089425,0
1716094176,1.089415,1.089415,1.089415,1.089415,0
1716094177,1.089425,1.089425,1.089425,1.089425,0
1716094178,1.089435,1.089435,1.089435,1.089435,0
1716094179,1.089445,1.089445,1.089445,1.089445,0
1716094180,1.089455,1.089455,1.089455,1.089455,0
1716094181,1.089445,1.089445,1.089445,1.089445,0
1716094182,1.089435,1.089435,1.089435,1.089435,0
1716094183,1.089435,1.089435,1.089435,1.089435,0
1716094184,1.089445,1.089445,1.089445,1.089445,0
1716094185,1.089445,1.089445,1.089445,1.089445,0
1716094186,1.089445,1.089445,1.089445,1.089445,0
1716094187,1.089435,1.089435,1.089435,1.089435,0
1716094188,1.089445,1.089445,1.089445,1.089445,0
1716094189,1.089435,1.089435,1.089435,1.089435,0
1716094190,1.089415,1.089415,1.089415,1.089415,0
1716094191,1.089425,1.089425,1.089425,1.089425,0
1716094192,1.089425,1.089425,1.089425,1.089425,0
1716094193,1.089435,1.089435,1.089435,1.089435,0
1716094194,1.089435,1.089435,1.089435,1.089435,0
1716094195,1.089385,1.089385,1.089385,1.089385,0
1716094196,1.089395,1.089395,1.089395,1.089395,0
1716094197,1.089405,1.089405,1.089405,1.089405,0
1716094198,1.089405,1.089405,1.089405,1.089405,0
1716094199,1.089405,1.089405,1.089405,1.089405,0
1716094200,1.089385,1.089385,1.089385,1.089385,0
1716094201,1.089365,1.089365,1.089365,1.089365,0
1716094202,1.089365,1.089365,1.089365,1.089365,0
1716094203,1.089375,1.089375,1.089375,1.089375,0
1716094204,1.089385,1.089385,1.089385,1.089385,0
1716094205,1.089395,1.089395,1.089395,1.089395,0
1716094206,1.089385,1.089385,1.089385,1.089385,0
1716094207,1.089385,1.089385,1.089385,1.089385,0
1716094208,1.089385,1.089385,1.089385,1.089385,0
1716094209,1.089385,1.089385,1.089385,1.089385,0
1716094210,1.089375,1.089375,1.089375,1.089375,0
1716094211,1.089365,1.089365,1.089365,1.089365,0
1716094212,1.089365,1.089365,1.089365,1.089365,0
1716094213,1.089365,1.089365,1.089365,1.089365,0
1716094214,1.089365,1.089365,1.089365,1.089365,0
1716094215,1.089365,1.089365,1.089365,1.089365,0
1716094216,1.089375,1.089375,1.089375,1.089375,0
1716094217,1.089365,1.089365,1.089365,1.089365,0
1716094218,1.089365,1.089365,1.089365,1.089365,0
1716094219,1.089345,1.089345,1.089345,1.089345,0
1716094220,1.089355,1.089355,1.089355,1.089355,0
1716094221,1.089345,1.089345,1.089345,1.089345,0
1716094222,1.089345,1.089345,1.089345,1.089345,0
1716094223,1.089365,1.089365,1.089365,1.089365,0
1716094224,1.089355,1.089355,1.089355,1.089355,0
1716094225,1.089355,1.089355,1.089355,1.089355,0
1716094226,1.089365,1.089365,1.089365,1.089365,0
1716094227,1.089345,1.089345,1.089345,1.089345,0
1716094228,1.089355,1.089355,1.089355,1.089355,0
1716094229,1.089345,1.089345,1.089345,1.089345,0
1716094230,1.089345,1.089345,1.089345,1.089345,0
1716094231,1.089345,1.089345,1.089345,1.089345,0
1716094232,1.089325,1.089325,1.089325,1.089325,0
1716094233,1.089315,1.089315,1.089315,1.089315,0
1716094234,1.089305,1.089305,1.089305,1.089305,0
1716094235,1.089325,1.089325,1.089325,1.089325,0
1716094236,1.089345,1.089345,1.089345,1.089345,0
1716094237,1.089335,1.089335,1.089335,1.089335,0
1716094238,1.089335,1.089335,1.089335,1.089335,0
1716094239,1.089345,1.089345,1.089345,1.089345,0
1716094240,1.089345,1.089345,1.089345,1.089345,0
1716094241,1.089335,1.089335,1.089335,1.089335,0
1716094242,1.089345,1.089345,1.089345,1.089345,0
1716094243,1.089345,1.089345,1.089345,1.089345,0
1716094244,1.089335,1.089335,1.089335,1.089335,0
1716094245,1.089325,1.089325,1.089325,1.089325,0
1716094246,1.089315,1.089315,1.089315,1.089315,0
1716094247,1.089335,1.089335,1.089335,1.089335,0
1716094248,1.089345,1.089345,1.089345,1.089345,0
1716094249,1.089335,1.089335,1.089335,1.089335,0
1716094250,1.089345,1.089345,1.089345,1.089345,0
1716094251,1.089345,1.089345,1.089345,1.089345,0
1716094252,1.089355,1.089355,1.089355,1.089355,0
1716094253,1.089355,1.089355,1.089355,1.089355,0
1716094254,1.089365,1.089365,1.089365,1.089365,0
1716094255,1.089365,1.089365,1.089365,1.089365,0
1716094256,1.089375,1.089375,1.089375,1.089375,0
1716094257,1.089375,1.089375,1.089375,1.089375,0
1716094258,1.089375,1.089375,1.089375,1.089375,0
1716094259,1.089375,1.089375,1.089375,1.089375,0
1716094260,1.089375,1.089375,1.089375,1.089375,0
1716094261,1.089385,1.089385,1.089385,1.089385,0
1716094262,1.089395,1.089395,1.089395,1.089395,0
1716094263,1.089395,1.089395,1.089395,1.089395,0
1716094264,1.089395,1.089395,1.089395,1.089395,0
1716094265,1.089405,1.089405,1.089405,1.089405,0
1716094266,1.089375,1.089375,1.089375,1.089375,0
1716094267,1.089385,1.089385,1.089385,1.089385,0
1716094268,1.089375,1.089375,1.089375,1.089375,0
1716094269,1.089375,1.089375,1.089375,1.089375,0
1716094270,1.089375,1.089375,1.089375,1.089375,0
1716094271,1.089365,1.089365,1.089365,1.089365,0
1716094272,1.089365,1.089365,1.089365,1.089365,0
1716094273,1.089365,1.089365,1.089365,1.089365,0
1716094274,1.089365,1.089365,1.089365,1.089365,0
1716094275,1.089345,1.089345,1.089345,1.089345,0
1716094276,1.089345,1.089345,1.089345,1.089345,0
1716094277,1.089355,1.089355,1.089355,1.089355,0
1716094278,1.089355,1.089355,1.089355,1.089355,0
1716094279,1.089345,1.089345,1.089345,1.089345,0
1716094280,1.089345,1.089345,1.089345,1.089345,0
1716094281,1.089355,1.089355,1.089355,1.089355,0
1716094282,1.089365,1.089365,1.089365,1.089365,0
1716094283,1.089365,1.089365,1.089365,1.089365,0
1716094284,1.089345,1.089345,1.089345,1.089345,0
1716094285,1.089365,1.089365,1.089365,1.089365,0
1716094286,1.089365,1.089365,1.089365,1.089365,0
1716094287,1.089355,1.089355,1.089355,1.089355,0
1716094288,1.089345,1.089345,1.089345,1.089345,0
1716094289,1.089345,1.089345,1.089345,1.089345,0
1716094290,1.089345,1.089345,1.089345,1.089345,0
1716094291,1.089365,1.089365,1.089365,1.089365,0
1716094292,1.089355,1.089355,1.089355,1.089355,0
1716094293,1.089365,1.089365,1.089365,1.089365,0
1716094294,1.089345,1.089345,1.089345,1.089345,0
1716094295,1.089335,1.089335,1.089335,1.089335,0
1716094296,1.089315,1.089315,1.089315,1.089315,0
1716094297,1.089315,1.089315,1.089315,1.089315,0
1716094298,1.089305,1.089305,1.089305,1.089305,0
1716094299,1.089305,1.089305,1.089305,1.089305,0
1716094300,1.089315,1.089315,1.089315,1.089315,0
1716094301,1.089335,1.089335,1.089335,1.089335,0
1716094302,1.089325,1.089325,1.089325,1.089325,0
1716094303,1.089325,1.089325,1.089325,1.089325,0
1716094304,1.089325,1.089325,1.089325,1.089325,0
1716094305,1.089325,1.089325,1.089325,1.089325,0
1716094306,1.089325,1.089325,1.089325,1.089325,0
1716094307,1.089335,1.089335,1.089335,1.089335,0
1716094308,1.089345,1.089345,1.089345,1.089345,0
1716094309,1.089335,1.089335,1.089335,1.089335,0
1716094310,1.089335,1.089335,1.089335,1.089335,0
1716094311,1.089315,1.089315,1.089315,1.089315,0
1716094312,1.089315,1.089315,1.089315,1.089315,0
1716094313,1.089315,1.089315,1.089315,1.089315,0
1716094314,1.089335,1.089335,1.089335,1.089335,0
1716094315,1.089315,1.089315,1.089315,1.089315,0
1716094316,1.089335,1.089335,1.089335,1.089335,0
1716094317,1.089335,1.089335,1.089335,1.089335,0
